ESC_REDE_distance	ESC_REDE_randcontrl_distance	ESC_noclass_distance	ESC_noclass_randcontrl_distance	TSC_REDE_distance	TSC_REDE_randcontrl_distance	TSC_noclass_distance	TSC_noclass_randcontrl_distance	ESC_NEDE_distance	ESC_NEDE_randcontrl_distance	TSC_NEDE_distance	TSC_NEDE_randcontrl_distance	ESC_NonEnh_distance	ESC_NonEnh_randcontrl_distance	TSC_NonEnh_distance	TSC_NonEnh_randcontrl_distance
		5014	8124			35792.5	5521.5	19824.5	86368.5			1236571	108973		
		10053	51313			9646.5	77858.5	13242.5	56186.5			5071	4518		
		8822.5	4978.5			413211.5	43563.5	85185	12335			222398	52062		
		15203	5203			169956	34179	44635	23740			191541	1451		
		10072.5	69859.5			47872.5	5978.5	27998.5	120092.5			91365	488909		
		76628	249377			85470.5	1300.5	3434.5	2266963.5			14654	1903		
		22330	48152			76191	284461	6758.5	53951.5			118176.5	3112.5		
		3739.5	105312.5			113297.5	158785.5	55556	174088			13129	13876		
		693841	479286			345773.5	844874.5	55507.5	284028.5			415234	10707		
		604773	383055			431806	179520	24692.5	10149.5			297207	57165		
		2508.5	153280.5			1022804.5	28482.5	25071.5	1103675.5			121805.5	78849.5		
		4197.5	3786.5			693299.5	59540.5	49540	99584			10304.5	177547.5		
		6274	51080			90236	1612	72764	317654			26491	7465		
		20364.5	7192.5			92683.5	4481.5	34994	51850			414000	1279		
		469590	37573			64015	61027	62308	56017			220674.5	2391.5		
		110313.5	71176.5			65468.5	223841.5	31104	22470			783284	21716		
		122032	205500			214947	301216	337024	6858			20320	575		
		256035.5	2399362.5			322446.5	368187.5	217954	220957			526680.5	23599.5		
		222964	5328			369181	2607	26333	487261			19772.5	201794.5		
		222398	281371			370635	715262	15213	125550			70316.5	130729.5		
		89679	28342			520361	174901	102491.5	73180.5			19243	56067		
		90104.5	4454.5			63710.5	17059.5	319558	84014			5312.5	14532.5		
		143005	34143			239829	38574	22566.5	12178.5			621366.5	214275.5		
		103716	53875			175477.5	226258.5	40174	234048			14384	169725		
		104041.5	40848.5			17336.5	155754.5	23415.5	46463.5			78261	597		
		110848	117356			16710	21595	28109	4976			17100	19844		
		64060.5	12091.5			66016.5	46553.5	3062.5	42427.5			34526	8899		
		38475.5	168507.5			83168.5	90965.5	10035.5	34741.5			71665.5	87786.5		
		20612	164836			145759.5	18488.5	937.5	224403.5			26812.5	9207.5		
		60762.5	82795.5			669454	37633	42650.5	30177.5			16982	858058		
		56166	421283			669131.5	18601.5	5014.5	63200.5			6846	120093		
		43830.5	71961.5			654351	269995	99646	151974			56602.5	31689.5		
		22722.5	6455.5			285348	65674	119629	201479			10054.5	179819.5		
		86237	430270			227355.5	107495.5	47832.5	87960.5			39363	5174		
		109533.5	377569.5			334354	794411	6009	47147			18496	5544		
		111851.5	357138.5			244316.5	3266.5	347045	26704			236920.5	158006.5		
		245014.5	270937.5			792884.5	1122896.5	264383.5	545273.5			6905	18850		
		257371	347368			529372.5	122566.5	31111	1910			9404	7739		
		309908.5	1101021.5			271806.5	259219.5	35009.5	230392.5			25413	58986		
		387502.5	96117.5			30765.5	16666.5	81657.5	2163.5			5986.5	68448.5		
		401163	8590			86936	343815	69297	34802			25720	163573		
		416526	57377			46332.5	204944.5	15619	72596			692	4484		
		92570	130738			44617	4116	11808	644119			16156	1203386		
		30288.5	4212.5			131444.5	42731.5	82398.5	10717.5			354692	406182		
		164673	80387			326287.5	524229.5	91166.5	89877.5			10001.5	44385.5		
		97635	21268			55851.5	14677.5	21267	97184			160459.5	6574.5		
		22106.5	55933.5			491514	6363	31085	3134			871715.5	2408.5		
		23961	550291			198977	939721	21696	727864			17268	135025		
		92984	13701			92436.5	1431.5	106687	7272			19260	18316		
		138839	33959			493021	353126	26215.5	7633.5			78345.5	6100.5		
		92047	592872			93636	16779	690728.5	68002.5			417290.5	107655.5		
		275134.5	18867.5			152502.5	2831934.5	107556.5	6681.5			36706.5	361714.5		
		214956	28065			274958.5	250795.5	36058.5	110265.5			34998.5	90451.5		
		212543	129414			292613	325941	99258.5	2433.5			140296.5	41290.5		
		197779	29065			489962.5	439673.5	25424	56120			12931.5	32418.5		
		175556.5	24496.5			891579	309467	8753.5	205715.5			7040.5	492487.5		
		146591.5	15563.5			128217.5	293464.5	40286.5	9401.5			32162	239927		
		144529	29870			100794.5	79074.5	38137	21138			120644	1578		
		73627.5	287654.5			36008	13498	64438.5	41241.5			11062.5	18003.5		
		69159.5	145597.5			11885	38984	113191.5	88067.5			129770	25202		
		68364.5	464186.5			308739	37187	133894.5	20647.5			16777	76124		
		19874.5	11817.5			36443	42445	135651	83558			786485.5	411981.5		
		350913	32097			35973	92729	170111	206482			32343	228799		
		316565.5	261666.5			23786.5	130337.5	174506.5	4472.5			4474.5	67128.5		
		306483	283971			23299.5	300262.5	204922	46404			7370.5	619495.5		
		23227.5	48744.5			27715	31920	213761.5	15396.5			1692.5	48245.5		
		59218.5	6751.5			15017.5	449659.5	33626	308			157296.5	47104.5		
		134359.5	55800.5			14330	612	4552.5	6628.5			430987	29209		
		99743.5	16231.5			7383	37344	1707	12994			145057	69071		
		30858.5	70126.5			6789.5	56727.5	56996.5	8750.5			31689	33792		
		35909	119113			15068.5	30664.5	32247	288785			133515.5	135946.5		
		79646.5	25946.5			14344	46952	7346	36115			12038.5	571433.5		
		190748	242713			7397	54219	6589.5	17419.5			164673	351070		
		295560	497009			6803.5	3435.5	19682	47568			51050.5	4928.5		
		234670	30738			16458	1520	53388	3462			666290.5	51924.5		
		68798.5	246332.5			26876.5	9359.5	907	73248			591088	691993		
		70425.5	276084.5			26146	57839	38867	210826			6440.5	22826.5		
		70641.5	53174.5			25552.5	3157353.5	39278.5	91716.5			13659.5	11793.5		
		466373.5	19824.5			23822.5	134973.5	23314.5	54928.5			471758.5	202206.5		
		472620.5	242742.5			53719	190639	53413	31970			86501.5	37395.5		
		760669	34837			69772	431330	8140	76904			5666	7169		
		643241.5	114006.5			54658.5	234659.5	13057	2861			68798.5	41609.5		
		417339.5	40264.5			23970	24309	32485	33565			27847	135286		
		423518	60703			39887	318107	32408.5	60521.5			961138.5	16120.5		
		436713.5	1064183.5			17294	14231	7231	78675			282888.5	2781.5		
		576669	99591			101913	83272	4828.5	169466.5			51766	61155		
		588205	19813			104185	227209	123940	43101			53203.5	128949.5		
		673842.5	186796.5			282304.5	111863.5	7905	8573			4259.5	117010.5		
		572572	239942			385968	10093	103234	12744			89115	47247		
		486608.5	13237.5			391710.5	12749.5	34576	193			62444.5	56441.5		
		41725.5	771.5			2770.5	136352.5	51802.5	131303.5			787115	132682		
		26696	169423			305798	151299	1106308	6156			12005	879253		
		27060.5	206119.5			14443	87267	336152	57557			51592.5	9098.5		
		41549.5	16208.5			301767	53981	75898.5	598063.5			412030	14977		
		320971	181788			174355	725882	9528	227397			108380.5	502816.5		
		193599	195935			139963.5	513620.5	56121.5	20654.5			13853.5	11973.5		
		198278	70007			114268.5	3004.5	7615	26604			1568312	22577		
		16798.5	282158.5			53105	104245	913	1213848			133606.5	12723.5		
		88381	35196			49138.5	93249.5	74805.5	67022.5			202811.5	133972.5		
		104623.5	58409.5			21407.5	530854.5	23397.5	2482.5			659709	472		
		104751.5	30611.5			14510	33734	10277	97738			5187	231099		
		703003	6550			107689.5	28941.5	175455.5	11025.5			367446	111711		
		582165.5	127942.5			16472.5	381142.5	57036.5	138359.5			204192	384931		
		9404	376376			36436.5	160645.5	14567.5	1012936.5			8832.5	14579.5		
		177490.5	1423995.5			153874	45572	85893.5	16757.5			100672.5	16036.5		
		108568.5	335309.5			477573.5	50511.5	87792	33615			175936.5	464715.5		
		38010.5	93632.5			73748	41193	41935.5	124175.5			6943.5	13772.5		
		395536	82623			320402	498873	196106.5	6182.5			41246.5	114692.5		
		400897	124818			84282	598605	5554	164329			690280	29407		
		524578.5	12531.5			83498	25465	82436	97778			87673	29520		
		597426	11870			92976.5	19820.5	5257	239735			88935	10671		
		592128	303299			92332	13087	40871.5	17466.5			77631	29614		
		591088	860065			195615.5	260589.5	61287.5	180427.5			49999.5	20097.5		
		154020	23739			323632	17278	45944	17228			171165	12232		
		355545	24590			716863.5	531409.5	5859.5	54510.5			23753.5	118647.5		
		745905.5	455958.5			717619	88263	6943	260105			287340.5	74994.5		
		269655	124467			576075.5	188201.5	2649.5	438697.5			23119.5	79351.5		
		12800	213204			71064	593	49632	51030			213975.5	3207057.5		
		12661	211356			70977.5	346303.5	2138	16395			2530	7646		
		18914.5	199603.5			50113.5	44171.5	31536	127902			37243.5	238371.5		
		249526.5	30080.5			90143.5	36787.5	12300	120512			460392	1250866		
		430689	19192			23887.5	108053.5	9660.5	22001.5			306438	4312		
		336083	54604			4632.5	194082.5	42207.5	135646.5			90110.5	1053258.5		
		229376	199752			31499.5	54954.5	68806	159485			9228.5	8486.5		
		205907	68265			17852	27076	7774	53524			353416	86867		
		122385.5	48480.5			368.5	154496.5	11804.5	63590.5			111001	210228		
		68543.5	193186.5			11050.5	272991.5	1145	45344			157070	392972		
		5174	6950			7267.5	418170.5	3251	24828			401163	60658		
		6197	107211			5579	385437	3534	150344			77622.5	30642.5		
		8669	50256			21710.5	130.5	8993.5	912105.5			388718.5	3600.5		
		6196	48413			22384	69956	38800	13621			116326.5	8210.5		
		8866	208760			26181.5	55246.5	15475.5	67088.5			79848.5	59342.5		
		6209	1840			1126	31248	55538	44701			16924.5	46689.5		
		8069	52333			860.5	71999.5	40212.5	844741.5			14796	15117		
		9018	360588			1043	47126	85688	3051			24998	21909		
		24090	1920391			138514.5	13151.5	109140.5	260627.5			955420	36316		
		45653	519580			59735	8699	77063	423			20942	11171		
		43604.5	299367.5			62099.5	184006.5	67808.5	102210.5			191359	60257		
		41783.5	6574.5			167948.5	39508.5	4673	19928			101954	175048		
		2530	137264			60560	245702	9608.5	25923.5			50045	16784		
		2413.5	75276.5			8725	65576	15612.5	10037.5			469811	11933		
		18224.5	296974.5			64773	174700	3796.5	180671.5			129425.5	17856.5		
		13060.5	407661.5			24267	12276	4133	52917			9013.5	50184.5		
		7878	601660			103987	183498	37300.5	62330.5			170	84710		
		35650	5577			127295	8788	23002	769478			173977.5	57365.5		
		105987	5983			126995	11372	23898.5	453118.5			83531.5	765571.5		
		169413.5	25506.5			65632.5	1797.5	16984.5	73879.5			2951.5	1707.5		
		48325.5	236222.5			2484	83410	880462.5	37584.5			560924.5	3023.5		
		36835.5	1193545.5			4190.5	339034.5	566645	13942			321875.5	2298.5		
		25630.5	9110.5			39275	41901	20896	170518			417507.5	320989.5		
		101951	44662			17659.5	23356.5	30931.5	2283829.5			44553	2286		
		77958.5	10391.5			4983	39852	41039.5	898267.5			17557.5	20382.5		
		246398.5	217233.5			36928.5	4951.5	127926	26355			2225.5	64303.5		
		247106.5	1853517.5			492808	5655	31848.5	35.5			51887	54850		
		367446	71595			1156958.5	156377.5	40961	68108			480700	382103		
		30049	97714			1238755	4687	82387.5	59946.5			14226.5	91349.5		
		78423.5	76273.5			31950	18388	88336	21419			12954.5	225830.5		
		57155.5	181784.5			40054	9654	18196	37335			529952	4917		
		10975.5	51041.5			39462.5	35482.5	65464	25890			56725	13734		
		17686	10394			774505	7617	31965	10272			22012.5	141753.5		
		544329.5	7962.5			1121393.5	67494.5	5424	11540			195730	61484		
		18037.5	34937.5			49520	17552	7738.5	76863.5			20819	18223		
		46583.5	258356.5			261333	1827	4337.5	3034.5			129564.5	18058.5		
		3434	93324			260298	41444	7095.5	120709.5			22656.5	1643411.5		
		11599.5	767156.5			4387	112787	13149	76122			20442.5	62769.5		
		5761	334469			9026	60475	8434.5	41520.5			28727.5	2531.5		
		15004.5	78909.5			100207	46818	29676.5	16738.5			2648	218081		
		2585.5	53973.5			26585.5	382697.5	8737.5	127695.5			175254	88351		
		8900	4211			12778.5	1649.5	24476.5	25682.5			39168.5	18055.5		
		12700.5	12651.5			237598.5	282176.5	69679.5	123326.5			198867	50242		
		14957	174836			186795	8308	65676.5	56381.5			554746.5	47604.5		
		2524.5	8137.5			111496.5	70947.5	39469.5	138234.5			17716.5	116663.5		
		8882	381900			65464	38058	292193	210556			23078	2541		
		12665.5	4973.5			64631.5	145460.5	94684	177019			679886.5	18459.5		
		14954	589359			38785.5	42757.5	104605.5	448826.5			14143.5	56086.5		
		2625	135852			60179	731126	129176	12565			153415.5	14171.5		
		8241	59839			230540.5	25165.5	84200	132868			29423	682316		
		12021.5	3762.5			111583	10373	57679.5	387153.5			507700.5	302611.5		
		75872	99479			253436	36441	4343	63477			19385	56065		
		79708.5	50290.5			252976.5	210787.5	20779	91			23818.5	194359.5		
		22392	86385			56861	15607	12786.5	119468.5			269191	236475		
		2529.5	29601.5			162104	743786	766	285896			35045.5	111468.5		
		4990	68340			229872.5	20289.5	1674	121062			7522	1477		
		8915	7956			370878	15007	57224	749561			11185	14361		
		12687.5	469362.5			607965.5	37982.5	19895.5	1117057.5			366502.5	284865.5		
		13180	8340			224092.5	63494.5	13151	17728			22277	4437		
		2679.5	451175.5			12520.5	19656.5	315294.5	5589.5			645849	57044		
		9005	732612			17818	36811	40473.5	22564.5			4923	254733		
		12767	26028			18887.5	747753.5	499640.5	41685.5			2106	4433		
		14921	90733			7087	8115	554022.5	4334.5			35573	3316780		
		2519.5	75420.5			176322	2904	32831.5	3731.5			258519	135839		
		8917	8245			24108	6889	4759	47287			4191	43081		
		12711.5	20950.5			7460	5697	182550.5	1378.5			11706	34429		
		14876.5	3215.5			7975	465774	7305.5	156929.5			108012.5	483.5		
		2480.5	2376.5			1378.5	144938.5	28167	98375			53654.5	36998.5		
		8796	3035			21282	141320	28763.5	3264.5			10371.5	1981.5		
		12554	43694			21404	211441	5176.5	94040.5			87209.5	30878.5		
		13106	15045			22428.5	134.5	201529	41340			25898.5	215082.5		
		2721.5	10795.5			150859.5	31021.5	234082.5	6479.5			95131.5	4359.5		
		9070	91410			450536.5	973363.5	145569.5	500696.5			4602	207633		
		12798	316430			450895	653040	143422.5	39014.5			229079.5	56289.5		
		14834	6019			544610	135263	4104	162018			195621.5	85406.5		
		2585.5	352058.5			761574.5	154539.5	2620	23226			28832.5	199709.5		
		8890	17237			761933	32835	13243	2552			6527	17778		
		12597.5	15018.5			592011.5	50682.5	1621.5	29473.5			6113	31984		
		77824.5	82412.5			34894	38631	6636.5	9330.5			16908.5	16936.5		
		71699.5	62579.5			23619.5	121704.5	57422.5	6438.5			288408	2352		
		71524	1775			8586.5	106187.5	42337	158648			17007	36429		
		67883.5	5920.5			1823480.5	3605.5	143679.5	535330.5			3003	546097		
		14895	282435			1583041	99216	215156.5	47820.5			125868.5	34853.5		
		2467.5	380856.5			1317814.5	662.5	363585	39797			28239	8604		
		8814	81545			537716	12891	404038.5	52529.5			109221	120558		
		12567.5	17490.5			156076	212291	348476	17081			167067.5	15797.5		
		10523	412074			137684	19204	113017	138643			431214.5	8877.5		
		2645	15089			376483	50422	112555.5	214503.5			194485	12567		
		8311	581647			399856	3334	41877.5	99226.5			245147	144736		
		12006.5	173738.5			520180.5	134125.5	232739	966			25504.5	15008.5		
		2498.5	11567.5			528447	108664	43299	47931			458399.5	3704.5		
		9819.5	83.5			528950.5	87764.5	11832.5	338637.5			249300	815066		
		14947	15565			1549671	1553837	53389	21263			77958.5	8060.5		
		2532	7619			731010.5	48344.5	44846.5	594502.5			194865	45808		
		8329	71			729346	31622	4040	10337			599790.5	18401.5		
		12025.5	11824.5			728569	47154	4436	109323			331824.5	55940.5		
		14888.5	11819.5			211138	155323	164614	317027			186700.5	27019.5		
		2500.5	31587.5			210524	56266	29444	786339			53618	53881		
		4963.5	106310.5			4863	165364	17319.5	293311.5			44180.5	7440.5		
		9725.5	401499.5			194612.5	415256.5	333144.5	77149.5			44780.5	144447.5		
		14978	178856			22184.5	5204.5	69847	44455			1990734	11110		
		2721	11593			9601	6054	46891.5	548024.5			50990	2616319		
		18333	37841			960810.5	106084.5	73379.5	73937.5			19168	77287		
		22023.5	2451.5			235400	13380	58851.5	89230.5			44211	59661		
		22451	139658			837216.5	39203.5	5645	19084			177469	1040		
		2516.5	165000.5			58545	668332	16874.5	125511.5			43604.5	458173.5		
		8845	697930			1360535	6413	10194	158089			4095	4831		
		12522	83003			1173705	54731	1733	627445			40479	33190		
		2696.5	76632.5			766742	157622	17242	565920			211807	28631		
		9064.5	262682.5			765301	274767	8576	45683			31651.5	8498.5		
		27068.5	22356.5			493954.5	364274.5	37324.5	568324.5			22676.5	24863.5		
		50871	9230			8910.5	700682.5	1903.5	524359.5			16845	430233		
		70881	49752			90633	131119	7557	396141			78929	13985		
		94850	695280			12678.5	1117616.5	5492	22881			34746.5	240625.5		
		91465	11744			80873.5	101360.5	5956.5	131966.5			759	765		
		84984	506440			184796.5	22142.5	16910	1088346			90116.5	187676.5		
		79097	1751920			71166	4873	66050.5	24973.5			16277.5	21352.5		
		63838	552058			82877.5	16730.5	24294.5	66199.5			12163	9993		
		36539	95259			138885.5	60742.5	9231	61989			102275.5	4458.5		
		29653.5	135797.5			139650.5	7262.5	12164	8403			237953.5	378374.5		
		28935	5547			104677.5	86252.5	70309	8655			12347	2046988		
		2648	236712			66954	11217	59718	10340			250138	632585		
		9143	51595			59213.5	75938.5	19106	10932			14610.5	40856.5		
		12271.5	101492.5			30486	21350	25873	26151			254089.5	161573.5		
		12019	98655			91451.5	103409.5	20450	87487			1600	11060		
		2660	171014			194601	692651	54549.5	24727.5			33386	33708		
		10850	30601			874293	56424	67861.5	45359.5			5615.5	8315.5		
		25996	25312			1301072	72262	62731.5	26138.5			76533	140854		
		30654	36216			938487	327999	15930.5	68956.5			33928	173473		
		13107	249014			445061.5	18814.5	6584	71203			369235	134195		
		6541.5	257378.5			198198.5	14419.5	67629	60476			469884.5	427412.5		
		48442.5	13475.5			54677.5	112621.5	18344.5	62024.5			53272.5	123258.5		
		43614	560337			164369	40904	42343.5	29536.5			26563	188919		
		111105	2525			177697	19858	38480	9740			9067.5	348781.5		
		140130.5	18286.5			177406.5	687.5	1108.5	34150.5			5389.5	3646.5		
		7626	33068			86468.5	41500.5	37392.5	6853.5			108899	269658		
		7934	8738			86907	34249	27959.5	61085.5			4282	4698		
		122785.5	279229.5			53149	27953	28528.5	273798.5			191961	41103		
		130122.5	104378.5			333138.5	124292.5	36885	11693			429909.5	65688.5		
		455413	17943			236852	1974	14148.5	23313.5			53084	692490		
		455507.5	185722.5			116215.5	51316.5	12175	375088			479619.5	588228.5		
		191961	439275			238170.5	28808.5	55357	509017			40578	88788		
		132288	3967			726766.5	202014.5	3186	118250			254283.5	76128.5		
		202866.5	737.5			727442	208625	5567.5	378437.5			174280	99603		
		196094	6097			286068.5	13647.5	7002	61244						
		195621.5	6234.5			226892	163260	5134.5	59466.5						
		59566	32769			147832.5	198991.5	5214	13785						
		86788	156104			149124.5	10167.5	203051	692007						
		11828	173959			5885.5	190098.5	177205.5	121891.5						
		14067	4972			6013.5	2662.5	7744.5	79322.5						
		30647.5	240877.5			41271.5	16483.5	10772.5	954970.5						
		116202.5	10003.5			66997.5	3908.5	25190	35601						
		274796	5187			95566	43571	20447	47632						
		659416.5	18208.5			57381.5	12451.5	25055.5	117922.5						
		182282	313260			106977.5	32350.5	12142	142894						
		179003	178016			160484	566	6898.5	22544.5						
		188919.5	269.5			164580	21839	25114	14946						
		768602.5	34260.5			146814	166009	84766.5	438999.5						
		1045543.5	302125.5			82956	196236	12148	7004						
		1045782	170061			100254	378514	235784	121297						
		626770.5	119316.5			88740	16401	19617.5	9346.5						
		24598	9289			68592	102399	47548.5	94837.5						
		66668.5	25362.5			98730.5	9408.5	30755	12375						
		19549.5	105515.5			30679.5	220040.5	8962	465988						
